"","6","7","8","9"
"trait1",-0.185160380084696,-0.185829777527291,-0.184842442187677,-0.187395226118941
"trait2",0.235694858464924,0.236699641788386,0.235217625245176,0.25032829140866
"trait3",-0.205297938440871,-0.206085364063024,-0.204923941723173,-0.207969149869076
"trait4",0.207488606624232,0.210146953621965,0.206225994608973,0.219834990668547
"trait5",-0.18218390778413,-0.180984413611064,-0.18275362112721,-0.185776470997637
"trait6",0.134678899709299,0.150719715276975,0.127060132675659,0.126604546463071
"trait7",-0.160864977391953,-0.161514546404637,-0.160556457232299,-0.16178228036537
"trait8",0.0895817049528263,0.109188459856974,0.0802692546431674,0.0723504811836295
"trait9",-0.14189594958644,-0.142802173077351,-0.14146552847546,-0.139768039378726
"trait10",0.0265791471384346,0.0420024005163881,0.0192536982613698,0.00847620953525171
"trait11",-0.130099582580629,-0.120656355342374,-0.13458475031231,-0.132436626153735
"trait12",-0.0469824607570168,-0.0449437198718117,-0.0479507838314143,-0.0530596636152215
"trait13",-0.109711067360349,-0.0882540628655592,-0.119902314669183,-0.118794816399025
"trait14",-0.122990741554315,-0.137881837329256,-0.115918046958068,-0.1117159864602
"trait15",-0.0661035248972805,-0.0408329368570711,-0.0781060769040142,-0.0772604556533353
"trait16",-0.154174247174486,-0.176179664632356,-0.143722524917461,-0.13769548896856
"trait17",0.0036667130545504,0.0260205374889331,-0.00695048904205938,-0.00760208888000767
"trait18",-0.15905473393841,-0.184914860277123,-0.146772174039636,-0.143373218802292
"trait19",0.0670027491921175,0.0805630602869431,0.0605621258522823,0.0573476498859157
"trait20",-0.159278896939066,-0.185220760678521,-0.146957514936045,-0.144494961228285
"trait21",0.125564116671984,0.128890654908289,0.123984139659968,0.120069739656615
"trait22",-0.165347758545443,-0.185204656453259,-0.155916499983048,-0.152461910312079
"trait23",0.184956445068546,0.178765414634895,0.187896945093197,0.185696405510525
"trait24",-0.17614849792017,-0.184043032158882,-0.172398899469262,-0.168166007277511
"trait25",0.248470265369942,0.234036723922423,0.255325639356077,0.257115595496993
"trait26",-0.171212063767386,-0.16634047547172,-0.173525879804475,-0.167418248579322
"trait27",0.258423922600971,0.239914696349856,0.26721508924616,0.270901934915179
"trait28",-0.151753590021601,-0.143376629472484,-0.15573232231264,-0.149687456022498
"trait29",0.237458313625406,0.212321797141789,0.24939718682783,0.256049212236865
"trait30",-0.109195186246799,-0.0989079604509056,-0.114081220652637,-0.111255681170153
"trait31",0.15498717317126,0.133549722545125,0.165169133148707,0.171256274346577
"trait32",-0.00664034643844999,0.0015530178239007,-0.010531877593661,-0.0207030376418205
"trait33",0.0902803701421706,0.0845866934560933,0.0929846463713361,0.0910417333522499
"trait34",0.0920125081940202,0.101217269412475,0.0876406025993314,0.0658549831359282
"trait35",0.018156981039336,0.0149154197553953,0.019696597285369,0.0188973766850014
"trait36",0.17350545773112,0.181097138219187,0.169899703099232,0.150691549229476
"trait37",-0.0776272350052698,-0.0774737459296976,-0.0777001363801444,-0.07783492652025
"trait38",0.225929968605879,0.232088223539708,0.223005035676087,0.222343990395626
"trait39",-0.130022486804666,-0.129131344811673,-0.130445744787395,-0.131755841749816
"trait40",0.237307371882406,0.24230077674036,0.234935697689351,0.243546618057754
