"","6","7","8","9"
"trait1",-0.297686648570137,-0.279239247980933,-0.306448450416958,-0.314437744010833
"trait2",0.0537413465703758,0.0520435238882091,0.0545477466829689,0.0510813608913565
"trait3",-0.289184353961959,-0.271320140850496,-0.297669164310992,-0.301648338101053
"trait4",0.0299151263111461,0.0338170516861442,0.0280618626607201,0.020790833550039
"trait5",-0.211561697593129,-0.188139877169732,-0.222686156480943,-0.220795552470605
"trait6",-0.00358214827022321,0.0169321420147347,-0.0133256427878284,-0.0300650860119807
"trait7",-0.122661123180522,-0.0707272078757003,-0.147327724462914,-0.150714268556361
"trait8",-0.0283069217869884,0.0182015126554063,-0.0503966294842684,-0.073006260035457
"trait9",-0.0296799933769239,0.0165171142271739,-0.0516218328662381,-0.0489599513470713
"trait10",-0.0917283447811937,-0.0557167912801669,-0.108832439986719,-0.112900166964901
"trait11",-0.00749446685627686,0.00291885623003832,-0.0124403925983904,-0.0125201076437947
"trait12",-0.185160074675032,-0.189956305049173,-0.182882050736281,-0.174886999114324
"trait13",0.0304321531906513,0.0183763770774699,0.0361581806004511,0.0276880543320261
"trait14",-0.210103928663881,-0.218218934116071,-0.206249614913055,-0.19762203228926
"trait15",0.06207288244873,0.0398275268495636,0.0726385660435256,0.0629964137952935
"trait16",-0.177857616403128,-0.204822655386331,-0.165050265729511,-0.146080097914268
"trait17",0.0692218300860268,0.0625245543184188,0.0724027770658219,0.0651207634512338
"trait18",-0.0959351452207727,-0.156824932495157,-0.0670148511113963,-0.0402419551478121
"trait19",0.109699440152935,0.106827826437782,0.111063345611112,0.100421150934385
"trait20",-0.0504483579237238,-0.112987864676181,-0.0207445108633597,0.00587370872207482
"trait21",0.169719452641558,0.159815002085995,0.174423683611654,0.176002200803062
"trait22",-0.0148074821320626,-0.0596377649576254,0.00648516844790141,0.0239288438794595
"trait23",0.217096823981906,0.206072297493503,0.222333047702387,0.228365720379071
"trait24",0.0244061927720334,0.0191053307480613,0.0269238972283764,0.0294591585995189
"trait25",0.246335945521192,0.228765358851097,0.254681294666257,0.264369735070303
"trait26",0.0672514008045098,0.0933034766366083,0.0548776723198147,0.0461177360366923
"trait27",0.240089235885586,0.220206118981155,0.249532947457382,0.263076879055302
"trait28",0.09086660444157,0.119491924761194,0.0772706843427177,0.0642600908487291
"trait29",0.213545013035265,0.192033414930986,0.223762190197258,0.243046278984749
"trait30",0.116966858159101,0.14075821989462,0.105666881439634,0.0896979649306259
"trait31",0.139979036404001,0.110857822134785,0.153810486950753,0.178518994425321
"trait32",0.125610596576008,0.138081721538112,0.119687294526133,0.110982299107777
"trait33",0.0439379593595301,0.022840501441527,0.053958435949461,0.0615526064434116
"trait34",0.112500272215265,0.124028338236832,0.107024886690371,0.104332026467319
"trait35",-0.0866329435936334,-0.0972371963920556,-0.0815963336222669,-0.0985306833297642
"trait36",0.0764858446036367,0.0957373539698546,0.0673421221857614,0.0610344332176735
"trait37",-0.22514659636964,-0.223690290735837,-0.225838285224667,-0.234725576558249
"trait38",0.083344698494815,0.0787906554500804,0.0855076928184278,0.0849147161008411
"trait39",-0.272081949205162,-0.25722881005474,-0.279136615872694,-0.288826575656428
"trait40",0.0768410789085454,0.0678739964808477,0.081100096269592,0.0823294251258959
