"","6","7","8","9"
"trait1",-0.0208669805922516,-0.0513329630342335,-0.0063968171708747,-0.00933710250318901
"trait2",0.197550217101327,0.195306009655099,0.198616128846016,0.189570077203053
"trait3",-0.0570821935679814,-0.0799446320011217,-0.0462234194920522,-0.0573643646759476
"trait4",0.19668946666048,0.190617695273203,0.199573323250316,0.194793621997333
"trait5",-0.127639595648753,-0.138159946847279,-0.122642835692535,-0.152287080210282
"trait6",0.158834773195577,0.153813218335322,0.161219817551054,0.17016769751798
"trait7",-0.144339651789893,-0.15371804240866,-0.139885278944983,-0.167162883593038
"trait8",0.130236057525693,0.132742382829696,0.129045649935683,0.143506433315449
"trait9",-0.165675022308589,-0.167276167827867,-0.164914540109484,-0.179761171663034
"trait10",0.0895172613070448,0.105528839607776,0.0819123808444838,0.0975347126598035
"trait11",-0.197979350284146,-0.184623154570777,-0.204323026711729,-0.198971669612237
"trait12",0.04404957246917,0.0760989606919368,0.0288273525384078,0.0381363869752916
"trait13",-0.219792651668877,-0.193850055464707,-0.232114381564311,-0.217949401297505
"trait14",-0.00580036932267364,0.0399485618307172,-0.0275293423306363,-0.0265815918976378
"trait15",-0.203258652545404,-0.175600668515999,-0.216395125317076,-0.203461185050627
"trait16",-0.0323282545326498,0.017335946930218,-0.0559168295188151,-0.0518103224294672
"trait17",-0.130523625011266,-0.10678109955032,-0.141800406388999,-0.139523852684373
"trait18",-0.0345179370358587,0.000334984222625327,-0.0510717267350113,-0.0324319191467035
"trait19",-0.0200046171032123,-0.00780594256637032,-0.0257985157378105,-0.0239219286174492
"trait20",-0.0434185254271022,-0.0412907045499252,-0.044429158052615,-0.0200720880615549
"trait21",0.0560301769267529,0.0594012360803488,0.0544290542008223,0.059248799546263
"trait22",-0.117297547147604,-0.138407123096473,-0.107271314961663,-0.0931396611385216
"trait23",0.143294144925645,0.170676112260683,0.130288769409153,0.138410474043571
"trait24",-0.197348941853386,-0.220090511946512,-0.186547575564513,-0.186885758136837
"trait25",0.196723338335724,0.227387083319714,0.182159245355143,0.19680988220056
"trait26",-0.253268093679282,-0.263726110276942,-0.248300940247752,-0.257037390945129
"trait27",0.210831384535929,0.241156975710134,0.196427901537268,0.209637519061838
"trait28",-0.251533826490075,-0.26090360646047,-0.247083543370134,-0.255714052895681
"trait29",0.218667886416042,0.247789171429855,0.204836402268342,0.213539633961387
"trait30",-0.219724375254294,-0.233258529294525,-0.213296175503795,-0.22478706629282
"trait31",0.174525457877657,0.166475634519524,0.178348812654652,0.177165728659534
"trait32",-0.093370950792656,-0.129461451466436,-0.0762293587332686,-0.0803668509122472
"trait33",0.139550493015962,0.105092645751942,0.155916637846799,0.151212388866259
"trait34",0.014228385757223,-0.01923266332358,0.030121090001112,0.00920120523800285
"trait35",0.0986493320637445,0.06856004982411,0.112940577457475,0.111968677663919
"trait36",0.0813273113862078,0.061938823370734,0.09053609336498,0.0686451813300048
"trait37",0.0403531429738669,0.000602936269207325,0.0592329538627922,0.0642965362665464
"trait38",0.156171728061474,0.154166634663739,0.157124069880603,0.145077969996307
"trait39",0.00853698344904994,-0.0280491723781849,0.0259139925374072,0.0274509996378044
"trait40",0.180004048071384,0.178538643003798,0.180700058805548,0.172193415623374
